eid,report_id,country_code,type_id,report_entity_type,actor_name,primary_role,roles,relevance,actor_degree,primary_evidence_url,fallback,evidence_count,evidence_urls,evidence_quotes,evidence_supports_roles,evidence_accessed_at,reuse_objects,strict_review
NEW:H:ferrydusikastadionruckbau,AT:U03,AT,U03,Bauvorhaben/Objekt,Ferry-Dusika-Stadion Rückbau,Referenzprojekt,Referenzprojekt,Beim Rückbau wurden 80.000 kg bearbeitet und ein Viertel wiederverwendet.,bezug,https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt,True,1,https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt,In 3.300 Stunden sozialwirtschaftlicher Arbeit bearbeiteten BauKarussell und seine Partner im Auftrag der Stadt Wien 80.000 kg Material – ein Viertel wurde wiederverwendet.,Referenzprojekt,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5240,GB:U26,GB,U26,,FORE Partnership,Projektentwicklung,Projektentwicklung,Direkt belegt im baulichen Reuse-Kontext: Projektentwicklung.,bezug,https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel,False,1,https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel,"The deal to reuse steel from House of Fraser was conceived between Fore and its consultants, Civic Engineers",Projektentwicklung,2026-08-13,,True
NEW:fornybygg,NO:M01,NO,M01,,FornyBygg,Lagerung / Bauteilhandel,Lagerung | Bauteilhandel,Lagert und verkauft gebrauchte Baustoffe und Überschussmaterialien.,kern,https://sites.google.com/fornybygg.no/ombruksglede/meny/om-oss,False,1,https://sites.google.com/fornybygg.no/ombruksglede/meny/om-oss,"FornyBygg selger brukte byggevarer og overskuddsmaterialer gjennom vårt lager på Stjørdal, via facebook og her.",Lagerung | Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6183,DE:F04,DE,F04,,Forschungsteam Stuttgart 210 / HFT Stuttgart,Reuse-Planung / Angewandte Forschung / Wissensvermittlung,Reuse-Planung | Angewandte Forschung | Wissensvermittlung,Erforscht Entwurfsoptionen und vermittelt Erkenntnisse zur Schalungswiederverwendung.,bezug,https://www.hft-stuttgart.de/architektur-und-gestaltung/news/stuttgart-210-weiterdenken-weiterbauen,False,1,https://www.hft-stuttgart.de/architektur-und-gestaltung/news/stuttgart-210-weiterdenken-weiterbauen,"Ein interdisziplinäres Team aus Architekten und Ingenieuren der beteiligten Hochschulen HTWG Konstanz, HFT Stuttgart und HKA Karlsruhe zeigt mit den Projektpartnern...",Reuse-Planung | Angewandte Forschung | Wissensvermittlung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6190,DE:F05,DE,F05,,Forschungsteam Stuttgart 210 / HTWG Konstanz,Reuse-Planung / Methodenentwicklung / Angewandte Forschung,Reuse-Planung | Methodenentwicklung | Angewandte Forschung,Erforscht Reuse-Entwürfe und entwickelt eine Bilanzierung für gebrauchte Schalungen.,bezug,https://www.htwg-konstanz.de/hochschule/magazin/kreislaufwirtschaft-im-bau-das-forschungsprojekt-stuttgart-210,False,1,https://www.htwg-konstanz.de/hochschule/magazin/kreislaufwirtschaft-im-bau-das-forschungsprojekt-stuttgart-210,Daran forscht derzeit ein interdisziplinäres Team unter Beteiligung der HTWG im Rahmen des Forschungsprojekts Stuttgart 210.,Reuse-Planung | Methodenentwicklung | Angewandte Forschung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5245,GB:U27,GB,U27,,Four Bay Structures,Zertifizierung / Aufarbeitung / Baustellenlogistik,Zertifizierung | Aufarbeitung | Baustellenlogistik,"Zertifiziert, überarbeitet und liefert gebrauchten Stahl zur Baustelle.",bezug,https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials,False,1,https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials,"Our supply chain partner, Four Bay Structures, took away, cleaned, tested, certified, prepared and then delivered all the reclaimed steel to site.",Zertifizierung | Aufarbeitung | Baustellenlogistik,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4871,BE:U16,BE,U16,,Franck,Bergung / Aufarbeitung / Bauteilhandel,Bergung | Aufarbeitung | Bauteilhandel,"Birgt Fassadenziegel, arbeitet sie auf und verkauft sie für neue Bauprojekte.",kern,https://www.franck.be/en/about-us,False,2,https://www.franck.be/en/collection-of-bricks | https://www.franck.be/en/about-us,"If you carry out the demolition work yourself, we will be happy to collect your facing bricks for recovery. We ensure that the facing bricks are cleaned and counted. | we have become a permanent fixture in the production and trade of unique roof tiles, new and reclaimed facade bricks",Bergung | Aufarbeitung | Bauteilhandel,2026-08-13 | 2026-08-13,Fassadenziegel,True
NEW:H:fromereclamation,GB:M11,GB,M11,,Frome Reclamation Ltd,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.fromerec.co.uk/reclamation/about,False,1,https://www.fromerec.co.uk/reclamation/about,Frome Reclamation buy and sell traditional building materials and architectural antique items.,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:frynsboret,BE:M15,BE,M15,,Fryns-Boret,Bauteilhandel,Bauteilhandel,Verkauft antike Ziegel und Bauelemente für eine erneute Nutzung.,kern,https://www.facebook.com/FrynsBoret/,False,1,https://www.facebook.com/FrynsBoret/,Antieke bouwmaterialen Fryns - Boret,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5346,NO:N03,NO,N03,,FutureBuilt,Programmmanagement / Pilotierung / Richtlinienentwicklung,Programmmanagement | Pilotierung | Richtlinienentwicklung,Steuert Pilotprojekte und Kriterien für zirkuläre Gebäude und Quartiere.,kern,https://www.futurebuilt.no/om-oss,False,1,https://www.futurebuilt.no/om-oss,FutureBuilt er et innovasjonsprogram ... blant temaene kriteriene omfatter er sirkulære bygg og bydeler.,Programmmanagement | Pilotierung | Richtlinienentwicklung,2026-08-13,,True
NEW:H:futureusedirectory,GB:N03,GB,N03,,futuREuse directory,Datenplattform,Datenplattform,Macht Reuse-Händler und geborgene Baustoffe in einem Verzeichnis auffindbar.,kern,https://futureuse.co.uk/futureuse-directory/,False,1,https://futureuse.co.uk/futureuse-directory/,a comprehensive listing of reclamation yards and go-to salvage-friendly specialists across the UK & Ireland,Datenplattform,2026-08-13,,True
NEW:gamlemursten,DK:U09,DK,U09,,Gamle Mursten,Qualitätsprüfung,Qualitätsprüfung,"Prüft, reinigt und verkauft geborgene Ziegel für neue Bauprojekte.",kern,https://gamlemursten.dk/en/produkter/red-reclaimed-danish-bricks/,False,1,https://gamlemursten.dk/en/produkter/red-reclaimed-danish-bricks/,These recycled bricks come from Danish demolition projects where they have retained their strength over decades.,Qualitätsprüfung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:18,GB:U29,GB,U29,,Gardiner & Theobald,Projektsteuerung,Projektsteuerung,Steuert die Initiative zur Beschaffung und Integration wiederverwendeter Stahlbauteile.,bezug,https://asbp.org.uk/case-studies/55-great-suffolk-street,False,1,https://asbp.org.uk/case-studies/55-great-suffolk-street,Gardiner & Theobald (Project Manager – reclaimed steel initiative),Projektsteuerung,2026-08-13,,True
NEW:H:gate21,DE:N04,DE,N04,,Gate 21,Programmmanagement / Pilotierung / Netzwerkkoordination,Programmmanagement | Pilotierung | Netzwerkkoordination,"Koordiniert Partnerschaften, die Bauteil-Reuse erproben und skalieren.",kern,https://gate21.dk/saadan-arbejder-vi/fokusomraader/cirkulaer_omstilling/,False,1,https://gate21.dk/saadan-arbejder-vi/fokusomraader/cirkulaer_omstilling/,"Derfor arbejder vi i Gate 21 for en cirkulær omstilling, hvor vi anvender færre ressourcer, udnytter vores ressourcer bedre og i længere tid og mindsker affaldsmængderne.",Programmmanagement | Pilotierung | Netzwerkkoordination,2026-08-13,,True
NEW:gautheycheminees,FR:M25,FR,M25,,Gauthey Cheminées,Bauteilhandel,Bauteilhandel,"Berät zu historischen Kaminen, verkauft und baut sie fachgerecht ein.",kern,https://cheminees-gauthey.fr/cheminee-ancienne/,False,1,https://cheminees-gauthey.fr/cheminee-ancienne/,Nous posons nos cheminées anciennes grâce à notre savoir faire acquis depuis plus de 45 ans.,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4872,BE:M16,BE,M16,,Gebruiktebouwmaterialen,Bauteilhandel,Bauteilhandel,Sichert Bauteile aus Abbruchprojekten und verkauft sie für neue Nutzungen.,kern,https://gebruiktebouwmaterialen.com/over-ons,False,1,https://gebruiktebouwmaterialen.com/over-ons,Al meer dan 30 jaar zijn wij dé specialist in duurzaam slopen en het hoogwaardig hergebruiken van materialen.,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:598,DE:I02,DE,I02,,Gemeinde Ingersheim,Bauherrschaft / Material- und Bauteilbeschaffung,Bauherrschaft | Material- und Bauteilbeschaffung,Beschaffte gebrauchte Schalungselemente und setzte damit den Jugendtreff um.,bezug,https://www.ingersheim.de/website/de/freizeit-wein-kultur/pavillon,False,1,https://www.ingersheim.de/website/de/freizeit-wein-kultur/pavillon,"Gemeinsam mit dem Forschungsprojekt Stuttgart 210 der Hochschule für Technik, Wirtschaft und Gestaltung Konstanz, der Hochschule für Technik Stuttgart sowie der Hochschule Karlsruhe... haben wir einen Jugendtreff... gebaut.",Bauherrschaft | Material- und Bauteilbeschaffung,2026-08-13,,True
NEW:genbrugssten,DK:U10,DK,U10,,Genbrugssten ApS,Sortierung,Sortierung,"Sortiert, reinigt und verkauft geborgene Ziegel für neue Bauprojekte.",kern,https://genbrugssten.dk/om-os/,False,1,https://genbrugssten.dk/om-os/,"At indsamle, sortere og rense mursten fra nedbrydning, så de kan afsættes til nye bæredygtige byggerier",Sortierung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39527,DK:M11,DK,M11,,Genbyg,Bauteilhandel,Bauteilhandel,Lagert und verkauft gebrauchte Bauteile für den Einsatz in neuen Bauprojekten.,kern,https://genbyg.dk/,False,1,https://genbyg.dk/,We are Denmark's largest reuse building materials marketplace. We have existed since 1998 and specialize in purchasing and reselling used building materials.,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:28226,CH:M08,CH,M08,,GGZ@WORK Laden 2 Bauteile Zug,Bauteilhandel,Bauteilhandel,Verkauft gut erhaltene gebrauchte Bauteile.,kern,https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile,False,1,https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile,im LADEN 2 - Bauteile im 1. OG finden Sie eine grosse Auswahl an gut erhaltenen Occasionsbauteilen,Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39528,GB:X01,GB,X01,,Globechain,Rückverfolgbarkeit / Vermittlungsplattform,Rückverfolgbarkeit | Vermittlungsplattform,"Direkt belegt im baulichen Reuse-Kontext: Rückverfolgbarkeit, Vermittlungsplattform.",bezug,https://www.bluepatch.org/directory/globechain/,False,1,https://www.bluepatch.org/directory/globechain/,"Our marketplace allows businesses to effortlessly manage and track their items, reduce costs, increase transparency and generate ESG data for your reporting.",Rückverfolgbarkeit | Vermittlungsplattform,2026-08-13,,True
NEW:H:gpgrootrecycling,NL:M07,NL,M07,,GP Groot recycling (Heiloo),Lagerung / Vermittlung,Lagerung | Vermittlung,"Direkt belegt im baulichen Reuse-Kontext: Lagerung, Vermittlung.",kern,https://www.gpgrootrecycling.nl/,False,1,https://www.gpgrootrecycling.nl/,Geef bouwmaterialen een tweede leven! De circulaire bouwhub slaat de brug tussen vraag en aanbod.,Lagerung | Vermittlung,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6249,CH:U13,CH,U13,,Graber Pulver,Architektur / Reuse-Planung,Architektur | Reuse-Planung,"Entwirft das Recyclingzentrum mit wiederverwendeter Halle, Tragwerk und Fassade.",bezug,https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html,False,1,https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html,"Generalplanung und Architektur Graber Pulver Architekt:innen AG, Zürich",Architektur | Reuse-Planung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6527,CH:F06,CH,F06,,Gramazio Kohler Research,Technologieentwicklung / Angewandte Forschung,Technologieentwicklung | Angewandte Forschung,Erforscht robotische additive Fügeverfahren für wiedergewonnenen Stahl.,bezug,https://gramaziokohler.arch.ethz.ch/,False,1,https://gramaziokohler.arch.ethz.ch/,Lost and Bound: Adaptive Detailing with Robotic Additive Joining for Reclaimed Steel,Technologieentwicklung | Angewandte Forschung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6297,FR:U09,FR,U09,,Grand Huit,Architektur,Architektur,Plant Bauprojekte mit hohen Anteilen wiederverwendeter Bauteile.,bezug,https://grandhuit.eu/,False,1,https://grandhuit.eu/,"Objectif 70 % réemploi pour ce lieu de référence de l'économie circulaire, sociale et solidaire",Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5599,GB:U30,GB,U30,,Grants of Shoreditch,Bergung / Wiedereinbau,Bergung | Wiedereinbau,Bergt Naturstein aus Bestandsfassaden und setzt ihn in neuen Fassaden wieder ein.,bezug,https://www.grantsint.com/stone-reuse-in-facade-construction/,False,1,https://www.grantsint.com/stone-reuse-in-facade-construction/,Mick Denyer and Glenn Henson from Grants presented a practical approach to salvaging and reusing natural stone from existing building facades,Bergung | Wiedereinbau,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:grayotailleurdepierre,FR:M26,FR,M26,,Grayo tailleur de pierre,Bauteilhandel,Bauteilhandel,"Bearbeitet, verkauft und verbaut historische Natursteinbauteile erneut.",kern,https://www.tailleurdepierre-bretagne.fr/,False,1,https://www.tailleurdepierre-bretagne.fr/,nous sommes spécialisés depuis 40 ans dans la fourniture et la retaille de pierres de taille anciennes et neuves,Bauteilhandel,2026-08-13,,True
NEW:H:greatercopenhagenarea,DE:U24,DE,U24,,Greater Copenhagen Area (CirCoFin pilot),Pilotierung,Pilotierung,Erprobt einen Reuse-Hub mit Materialregister und digitalem Marktplatz.,bezug,https://smithinnovation.dk/en/projekt/circofin-demonstrating-viability-integrating-reused-materials,False,1,https://smithinnovation.dk/en/projekt/circofin-demonstrating-viability-integrating-reused-materials,"Four exemplary cities and regions will roll out concept demonstrations, these are: Munich, Greater Copenhagen, Scotland and Lisbon.",Pilotierung,2026-08-13,,True
NEW:greendozer,DK:S01,DK,S01,,GreenDozer ApS,Vermittlungsplattform,Vermittlungsplattform,Vermittelt gebrauchte Baustoffe digital zwischen Anbietern und neuen Projekten.,kern,https://greendozer.com/byggematerialer,False,1,https://greendozer.com/byggematerialer,Hos GreenDozer har vi et stort udvalg af både genbrugte byggematerialer og overskudsvarer,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34838,CH:S02,CH,S02,,Gruner ReUse,Vermittlungsplattform,Vermittlungsplattform,Betreibt eine digitale Bauteilplattform für zirkuläres Bauen.,kern,https://www.gruner-reuse.ch,False,1,https://www.gruner-reuse.ch,Die Bauteilplattform für zirkuläres Bauen,Vermittlungsplattform,2026-08-13,,True
NEW:H:gsegesellschaftfurstadtentwicklung,DE:U25,DE,U25,,GSE – Gesellschaft für Stadtentwicklung gGmbH,Wissensvermittlung,Wissensvermittlung,Trägt im Reallabor den Standort und das Kompetenzbildungszentrum mit.,bezug,https://www.nbl.berlin/circles/gse-gesellschaft-fur-stadtentwicklung/,False,1,https://www.nbl.berlin/circles/gse-gesellschaft-fur-stadtentwicklung/,"1. Standort & Kompetenzbildungszentrum: Senatsverwaltung für Bildung, Jugend und Familie, GSE – Gesellschaft für Stadtentwicklung gGmbH, NBL Studio gGmbH",Wissensvermittlung,2026-08-13,,True
NEW:H:gubbels,NL:M08,NL,M08,,Gubbels (Helvoirt),Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://gubbels.nl/,False,1,https://gubbels.nl/,Deze tweedehands bouwmaterialen verkopen we via onze marktplaats pagina.,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:guerincheminees,FR:M27,FR,M27,,Guérin Cheminées,Bauteilhandel,Bauteilhandel,Restauriert historische Kamine und verkauft sie für eine weitere Nutzung.,kern,https://www.guerin-cheminees.com/,False,1,https://www.guerin-cheminees.com/,Restauration ou rénovation de cheminées anciennes,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5621,DE:U26,DE,U26,,Gundlach GmbH & Co. KG Wohnungsunternehmen,Bauherrschaft / Gebäudeeigentum,Bauherrschaft | Gebäudeeigentum,Beauftragte das Recyclinghaus und stellte Gebrauchtbauteile aus eigenem Bestand bereit.,bezug,https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,False,1,https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,"Bauherrin (Client): Gundlach GmbH & Co. KG Wohnungsunternehmen, Hannover",Bauherrschaft | Gebäudeeigentum,2026-08-13,,True
NEW:H:gunterbosmans,BE:M17,BE,M17,,Gunter Bosmans,Bauteilhandel,Bauteilhandel,"Birgt, bearbeitet und verkauft gebrauchte Pflastersteine für neue Projekte.",kern,https://www.gunter-bosmans.be/,False,1,https://www.gunter-bosmans.be/,Gunter Bosmans BV is met zijn bedrijf in recuperatiestenen in Antwerpen gestart in 2005,Bauteilhandel,2026-08-13,,True
NEW:H:gwwcirculair,NL:M09,NL,M09,,GWW Circulair (Broek op Langedijk),Bauteilhandel,Bauteilhandel,Verkauft neue und gebrauchte Infrastrukturbauteile über einen Onlineshop.,kern,https://www.gwwcirculair.nl/,False,1,https://www.gwwcirculair.nl/,Nieuwe en gebruikte materialen van een goede kwaliteit vind je op deze site.,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5623,DE:U27,DE,U27,,H2A,Bauphysik,Bauphysik,Übernahm die Bauphysik für das Recyclinghaus mit gebrauchten Bauteilen.,bezug,https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,False,1,https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,"Bauphysik: H2A – v. Heeren Habibi Architekt und Ingenieur PartGmbB, Hannover",Bauphysik,2026-08-13,,True
