"source","source_entity","source_id","field","raw_label","suggested_entity","reason","legacy_path"
"datenpunkt/Brent_Cross_Town_Primary_Substation_London__007__verpasste_zus_tzliche_Einsparung","datenpunkt","Brent_Cross_Town_Primary_Substation_London__007__verpasste_zus_tzliche_Einsparung","kennwert_label","verpasste zusätzliche Einsparung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"datenpunkt/Brent_Cross_Town_Primary_Substation_London__014__Terminwirkung","datenpunkt","Brent_Cross_Town_Primary_Substation_London__014__Terminwirkung","kennwert_label","Terminwirkung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"datenpunkt/Brighton_Waste_House_Brighton__001__Abfall_berschussmaterial","datenpunkt","Brighton_Waste_House_Brighton__001__Abfall_berschussmaterial","kennwert_label","Abfall-/Überschussmaterial","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__002__Alternative_Angabe","datenpunkt","Brighton_Waste_House_Brighton__002__Alternative_Angabe","kennwert_label","Alternative Angabe","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__005__Zahnb_rsten","datenpunkt","Brighton_Waste_House_Brighton__005__Zahnb_rsten","kennwert_label","Zahnbürsten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__006__Denim","datenpunkt","Brighton_Waste_House_Brighton__006__Denim","kennwert_label","Denim","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__007__Videokassetten","datenpunkt","Brighton_Waste_House_Brighton__007__Videokassetten","kennwert_label","Videokassetten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__008__Teppichfliesen","datenpunkt","Brighton_Waste_House_Brighton__008__Teppichfliesen","kennwert_label","Teppichfliesen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__009__DVD_cases","datenpunkt","Brighton_Waste_House_Brighton__009__DVD_cases","kennwert_label","DVD cases","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__010__Floppy_Discs","datenpunkt","Brighton_Waste_House_Brighton__010__Floppy_Discs","kennwert_label","Floppy Discs","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/Brighton_Waste_House_Brighton__011__Beteiligte_junge_Menschen","datenpunkt","Brighton_Waste_House_Brighton__011__Beteiligte_junge_Menschen","kennwert_label","Beteiligte junge Menschen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Brighton_Waste_House_Brighton.md"
"datenpunkt/CascadeUp_London_secondary_timber_glulam_demonstrator__005__Ausstellungen","datenpunkt","CascadeUp_London_secondary_timber_glulam_demonstrator__005__Ausstellungen","kennwert_label","Ausstellungen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"datenpunkt/Chiro_d_Itterbeek_Dilbeek__002__Kosten_Bau_Renovierung","datenpunkt","Chiro_d_Itterbeek_Dilbeek__002__Kosten_Bau_Renovierung","kennwert_label","Kosten Bau/Renovierung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"datenpunkt/Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus","datenpunkt","Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus","kennwert_label","Dämmung Boden/Wand Surplus","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"datenpunkt/Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus","datenpunkt","Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus","kennwert_label","Dämmung Decke Surplus","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"datenpunkt/Chiro_d_Itterbeek_Dilbeek__016__Holzrahmen_Surplus","datenpunkt","Chiro_d_Itterbeek_Dilbeek__016__Holzrahmen_Surplus","kennwert_label","Holzrahmen Surplus","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"datenpunkt/Chiro_d_Itterbeek_Dilbeek__019__vermiedene_Abf_lle","datenpunkt","Chiro_d_Itterbeek_Dilbeek__019__vermiedene_Abf_lle","kennwert_label","vermiedene Abfälle","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"datenpunkt/Christ_Pavilion_Volkenroda__001__Wettbewerb","datenpunkt","Christ_Pavilion_Volkenroda__001__Wettbewerb","kennwert_label","Wettbewerb","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"datenpunkt/Christ_Pavilion_Volkenroda__003__Wiederaufbau","datenpunkt","Christ_Pavilion_Volkenroda__003__Wiederaufbau","kennwert_label","Wiederaufbau","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"datenpunkt/Christ_Pavilion_Volkenroda__005__BRI_Volumen","datenpunkt","Christ_Pavilion_Volkenroda__005__BRI_Volumen","kennwert_label","BRI / Volumen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"datenpunkt/Christ_Pavilion_Volkenroda__006__Christusraum","datenpunkt","Christ_Pavilion_Volkenroda__006__Christusraum","kennwert_label","Christusraum","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"datenpunkt/Christ_Pavilion_Volkenroda__007__Tragst_tzen_Christusraum","datenpunkt","Christ_Pavilion_Volkenroda__007__Tragst_tzen_Christusraum","kennwert_label","Tragstützen Christusraum","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"datenpunkt/Christ_Pavilion_Volkenroda__008__Besucher_Expo","datenpunkt","Christ_Pavilion_Volkenroda__008__Besucher_Expo","kennwert_label","Besucher Expo","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__006__Betonmenge","datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__006__Betonmenge","kennwert_label","Betonmenge","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"datenpunkt/Circular_Pavilion_Paris__005__St_hle","datenpunkt","Circular_Pavilion_Paris__005__St_hle","kennwert_label","Stühle","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Circular_Pavilion_Paris.md"
"datenpunkt/CRCLR_House_Impact_Hub_Berlin__003__Grundst_cksgr_e","datenpunkt","CRCLR_House_Impact_Hub_Berlin__003__Grundst_cksgr_e","kennwert_label","Grundstücksgröße","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"datenpunkt/CRCLR_House_Impact_Hub_Berlin__005__Stahltr_ger_aus_Dachr_ckbau","datenpunkt","CRCLR_House_Impact_Hub_Berlin__005__Stahltr_ger_aus_Dachr_ckbau","kennwert_label","Stahlträger aus Dachrückbau","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"datenpunkt/CRCLR_House_Impact_Hub_Berlin__008__Eingesparter_Beton","datenpunkt","CRCLR_House_Impact_Hub_Berlin__008__Eingesparter_Beton","kennwert_label","Eingesparter Beton","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__002__Fassaden_ffnung","datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__002__Fassaden_ffnung","kennwert_label","Fassadenöffnung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md"
"datenpunkt/Europa_Building_Brussels__004__LED_light_tubes","datenpunkt","Europa_Building_Brussels__004__LED_light_tubes","kennwert_label","LED light tubes","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Europa_Building_Brussels.md"
"datenpunkt/Europa_Building_Brussels__006__Stahlreduktion_Fassadenstruktur","datenpunkt","Europa_Building_Brussels__006__Stahlreduktion_Fassadenstruktur","kennwert_label","Stahlreduktion Fassadenstruktur","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Europa_Building_Brussels.md"
"datenpunkt/Ferme_du_Rail_Paris__003__SDP","datenpunkt","Ferme_du_Rail_Paris__003__SDP","kennwert_label","SDP","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Ferme_du_Rail_Paris.md"
"datenpunkt/Ferme_du_Rail_Paris__006__Anteil_biosourc_und_oder_r_employ","datenpunkt","Ferme_du_Rail_Paris__006__Anteil_biosourc_und_oder_r_employ","kennwert_label","Anteil biosourcé und/oder réemployé","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Ferme_du_Rail_Paris.md"
"datenpunkt/Ferme_du_Rail_Paris__007__Personen_in_Wiedereingliederung","datenpunkt","Ferme_du_Rail_Paris__007__Personen_in_Wiedereingliederung","kennwert_label","Personen in Wiedereingliederung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Ferme_du_Rail_Paris.md"
"datenpunkt/Ferme_du_Rail_Paris__008__Studierende","datenpunkt","Ferme_du_Rail_Paris__008__Studierende","kennwert_label","Studierende","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Ferme_du_Rail_Paris.md"
"datenpunkt/Grande_Halle_de_Colombelles__005__Studienkosten","datenpunkt","Grande_Halle_de_Colombelles__005__Studienkosten","kennwert_label","Studienkosten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grande_Halle_de_Colombelles.md"
"datenpunkt/Grande_Halle_de_Colombelles__007__D_mmung","datenpunkt","Grande_Halle_de_Colombelles__007__D_mmung","kennwert_label","Dämmung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grande_Halle_de_Colombelles.md"
"datenpunkt/Grande_Halle_de_Colombelles__011__Fliesen_Fayence","datenpunkt","Grande_Halle_de_Colombelles__011__Fliesen_Fayence","kennwert_label","Fliesen/Fayence","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grande_Halle_de_Colombelles.md"
"datenpunkt/Grande_Halle_de_Colombelles__012__Holzpfetten","datenpunkt","Grande_Halle_de_Colombelles__012__Holzpfetten","kennwert_label","Holzpfetten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grande_Halle_de_Colombelles.md"
"datenpunkt/Grande_Halle_de_Colombelles__013__Koordinations_Valorisationszeit","datenpunkt","Grande_Halle_de_Colombelles__013__Koordinations_Valorisationszeit","kennwert_label","Koordinations-/Valorisationszeit","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grande_Halle_de_Colombelles.md"
"datenpunkt/Grubenstrasse_29_Werkhof_29_Zuerich__002__B_ro_Gewerbeeinheiten","datenpunkt","Grubenstrasse_29_Werkhof_29_Zuerich__002__B_ro_Gewerbeeinheiten","kennwert_label","Büro-/Gewerbeeinheiten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"datenpunkt/Grubenstrasse_29_Werkhof_29_Zuerich__003__Einheitengr_en","datenpunkt","Grubenstrasse_29_Werkhof_29_Zuerich__003__Einheitengr_en","kennwert_label","Einheitengrößen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"datenpunkt/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__003__Wohnungen_im_Geb_ude","datenpunkt","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__003__Wohnungen_im_Geb_ude","kennwert_label","Wohnungen im Gebäude","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"datenpunkt/Haus_HOS_Mehrfamilienhaus_Muehlhausen__002__Wandteile","datenpunkt","Haus_HOS_Mehrfamilienhaus_Muehlhausen__002__Wandteile","kennwert_label","Wandteile","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"datenpunkt/Haus_HOS_Mehrfamilienhaus_Muehlhausen__003__Deckenteile","datenpunkt","Haus_HOS_Mehrfamilienhaus_Muehlhausen__003__Deckenteile","kennwert_label","Deckenteile","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"datenpunkt/Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Treppen","datenpunkt","Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Treppen","kennwert_label","Treppen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"datenpunkt/Haus_HOS_Mehrfamilienhaus_Muehlhausen__007__Herstellungskosten","datenpunkt","Haus_HOS_Mehrfamilienhaus_Muehlhausen__007__Herstellungskosten","kennwert_label","Herstellungskosten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"datenpunkt/Haus_HOS_Mehrfamilienhaus_Muehlhausen__009__Kosteneinsparung","datenpunkt","Haus_HOS_Mehrfamilienhaus_Muehlhausen__009__Kosteneinsparung","kennwert_label","Kosteneinsparung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"datenpunkt/Holbein_Gardens_London__009__Bestandserhalt","datenpunkt","Holbein_Gardens_London__009__Bestandserhalt","kennwert_label","Bestandserhalt","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Holbein_Gardens_London.md"
"datenpunkt/Holbein_Gardens_London__018__site_waste_eliminated","datenpunkt","Holbein_Gardens_London__018__site_waste_eliminated","kennwert_label","site waste eliminated","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Holbein_Gardens_London.md"
"datenpunkt/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Target_claim_early","datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Target_claim_early","kennwert_label","Target/claim early","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"datenpunkt/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Repurposed_Cleveland_steel","datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Repurposed_Cleveland_steel","kennwert_label","Repurposed Cleveland steel","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"datenpunkt/Impact_Hub_Berlin_CRCLR_Fitout__004__Materialanteil_recycled_sustainable","datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__004__Materialanteil_recycled_sustainable","kennwert_label","Materialanteil recycled/sustainable","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"datenpunkt/Impact_Hub_Berlin_CRCLR_Fitout__005__Materialanteil_sustainable_recycled_upcycled","datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__005__Materialanteil_sustainable_recycled_upcycled","kennwert_label","Materialanteil sustainable/recycled/upcycled","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__erhaltener_Bestand","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__erhaltener_Bestand","kennwert_label","erhaltener Bestand","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Neubau","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Neubau","kennwert_label","Neubau","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","kennwert_label","Materialanteil aus RWS","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","kennwert_label","Materialpass","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"datenpunkt/Mehrow_Pilot_House__003__Bauteile_gesamt","datenpunkt","Mehrow_Pilot_House__003__Bauteile_gesamt","kennwert_label","Bauteile gesamt","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Mehrow_Pilot_House.md"
"datenpunkt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Refurbishment","datenpunkt","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Refurbishment","kennwert_label","Refurbishment","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"datenpunkt/Montessori_Maassluis__001__Entwurf","datenpunkt","Montessori_Maassluis__001__Entwurf","kennwert_label","Entwurf","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Montessori_Maassluis.md"
"datenpunkt/Multi_Brussels_Reuse_in_MULTI__004__vorhandener_Beton_erhalten","datenpunkt","Multi_Brussels_Reuse_in_MULTI__004__vorhandener_Beton_erhalten","kennwert_label","vorhandener Beton erhalten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"datenpunkt/Multi_Brussels_Reuse_in_MULTI__010__Granitfliesen_Terrasse","datenpunkt","Multi_Brussels_Reuse_in_MULTI__010__Granitfliesen_Terrasse","kennwert_label","Granitfliesen Terrasse","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"datenpunkt/Peoples_Pavilion_Eindhoven__004__Kunststoffschindeln","datenpunkt","Peoples_Pavilion_Eindhoven__004__Kunststoffschindeln","kennwert_label","Kunststoffschindeln","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Peoples_Pavilion_Eindhoven.md"
"datenpunkt/Plattenvereinigung_Berlin__001__Bauteilherk_nfte","datenpunkt","Plattenvereinigung_Berlin__001__Bauteilherk_nfte","kennwert_label","Bauteilherkünfte","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Plattenvereinigung_Berlin.md"
"datenpunkt/Plattenvereinigung_Berlin__002__Entwicklung_in_Peter_Behrens_Halle","datenpunkt","Plattenvereinigung_Berlin__002__Entwicklung_in_Peter_Behrens_Halle","kennwert_label","Entwicklung in Peter-Behrens-Halle","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Plattenvereinigung_Berlin.md"
"datenpunkt/Plattenvereinigung_Berlin__003__Umsetzung_Tempelhofer_Feld","datenpunkt","Plattenvereinigung_Berlin__003__Umsetzung_Tempelhofer_Feld","kennwert_label","Umsetzung Tempelhofer Feld","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Plattenvereinigung_Berlin.md"
"datenpunkt/Recypark_Demets_Anderlecht__007__Kosten_Gesamt","datenpunkt","Recypark_Demets_Anderlecht__007__Kosten_Gesamt","kennwert_label","Kosten Gesamt","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Recypark_Demets_Anderlecht.md"
