"legacy_path","top_folder","legacy_type","title","bytes","heading_count","first_headings","url_count","wikilink_count","table_line_count","content_flags","migration_action","target_primary","target_secondary","risk_flags"
"gebaeude\Analyse_Entitaeten_Erweiterung_Gebaeude_Fallstudien.md","gebaeude","","Analyse aller GebÃ¤ude-`.md`-Fallstudien und Vorschlag fÃ¼r eine angepasste/erweiterte EntitÃ¤tenstruktur","23410","48","1. Kurzfazit | 2. Auswertung der 92 GebÃ¤ude-Dateien | 2.1 Normalisierte Entscheidung | 2.2 Normalisierte Bewertung | 2.3 Normalisierter Projektstatus | 2.4 HÃ¤ufigste EntitÃ¤ten im Mapping | 2.5 HÃ¤ufigste neue/ungeklÃ¤rte EntitÃ¤tsvorschlÃ¤ge aus den Fallstudien | 3. Hauptprobleme der aktuellen Struktur","0","0","194","entity_mapping_table;component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;donor_receiver_terms;numeric_or_metric_terms","archive_as_source","90_import_rohdaten/Analyse_Entitaeten_Erweiterung_Gebaeude_Fallstudien","","contains_multiple_cases_or_schema_notes"
"gebaeude\Areal_Walkeweg_Nord.md","gebaeude","GebÃ¤ude","","17179","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | GebÃ¤udetyp und Programm | Bestandssituation | Konstruktive Strategie | Material- und Bauteilpotenziale","22","4","0","component_inventory;source_conflict;external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Areal_Walkeweg_Nord","projekt/Areal_Walkeweg_Nord; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\Bestandshalle_CRCLR_House.md","gebaeude","GebÃ¤ude","","17631","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | GebÃ¤udetyp und Bestand | Bestandserhalt und Tragwerk | Innenausbau als Re-Use-System | RÃ¤umliche Organisation","24","6","0","source_conflict;external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Bestandshalle_CRCLR_House","projekt/Bestandshalle_CRCLR_House; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\BOELL_LAB_Berlin.md","gebaeude","GebÃ¤ude","BOELL.LAB, Berlin","14496","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","10","3","0","source_conflict;external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/BOELL_LAB_Berlin","projekt/BOELL_LAB_Berlin; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\Da_Vinci_Business_District.md","gebaeude","GebÃ¤ude","","16821","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | GebÃ¤udetyp und Bestand | Geplante Transformation | Bauteil- und Materiallogik | Konstruktive Eigenschaften und Potenziale","21","2","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Da_Vinci_Business_District","projekt/Da_Vinci_Business_District; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\Elementa.md","gebaeude","GebÃ¤ude","","3769","0","","2","0","0","external_urls;numeric_or_metric_terms","split_into_case_graph","fallstudie/Elementa","projekt/Elementa; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal.md","gebaeude","GebÃ¤ude","ELYS Kultur- und Gewerbehaus, Basel / LysbÃ¼chelareal","10047","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","7","2","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","split_into_case_graph","fallstudie/ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal","projekt/ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\gebäude_wiederverwendung_direct_reuse_examples.md","gebaeude","GebÃ¤ude","Wiederverwendung / Direct Reuse Architecture Examples","22399","6","Inclusion logic | Rating logic | Master ordered list | Strongest examples to prioritise first | Verification / follow-up flags | Suggested sorting categories","0","0","72","platform_terms;numeric_or_metric_terms","archive_as_source","90_import_rohdaten/gebaeude_wiederverwendung_direct_reuse_examples","","contains_multiple_cases_or_schema_notes"
"gebaeude\gebäude2_wiederverwendung_direct_reuse_examples.md","gebaeude","GebÃ¤ude","Additional Wiederverwendung / Direct Reuse Examples â€” Batch 2","18848","4","Rating logic used here | Newly collected examples, ordered by priority | Recommended placement in the master list | Caveats / verification tasks","33","0","32","external_urls;certification_terms;donor_receiver_terms;numeric_or_metric_terms","archive_as_source","90_import_rohdaten/gebaeude2_wiederverwendung_direct_reuse_examples","","contains_multiple_cases_or_schema_notes"
"gebaeude\gebäude3_wiederverwendung_direct_reuse_examples.md","gebaeude","GebÃ¤ude","Consolidated Wiederverwendung / Direct Reuse Architecture Examples â€” priority order","48954","9","Rating logic | A. Highest-priority built references â€” complex structural / envelope reuse | B. High-priority built / near-built examples â€” strong structural or envelope relevance | C. Mid-priority built reuse â€” envelope, components, pilots, transformations | D. Lower-priority pavilions, demonstrators, proposals and small-scale reuse | E. Very low direct-reuse relevance / interiors only | Watchlist / not main-ranked unless more evidence appears | Practical shortlist for presentations / thesis argument","140","0","114","external_urls;platform_terms;donor_receiver_terms;numeric_or_metric_terms","archive_as_source","90_import_rohdaten/gebaeude3_wiederverwendung_direct_reuse_examples","","contains_multiple_cases_or_schema_notes"
"gebaeude\gebäude4_wiederverwendung_direct_reuse_examples.md","gebaeude","","Corrected Wiederverwendung / Direct Reuse Priority List","26524","9","1. Corrected definition | 2. Corrected rating logic | 3. Highest priority â€” load-bearing Wiederverwendung central | 4. High priority â€” partial load-bearing reuse or very strong envelope/spatial reuse | 5. Medium priority â€” construction-element reuse, but mostly envelope, spatial interior, technical systems, or transformation | 6. Lower priority â€” pavilions, prototypes, demonstrators, proposals, competitions | 7. Remove or keep only if fixed spatial reuse is verified | 8. Main correction summary","0","0","120","donor_receiver_terms;numeric_or_metric_terms","archive_as_source","90_import_rohdaten/gebaeude4_wiederverwendung_direct_reuse_examples","","contains_multiple_cases_or_schema_notes"
"gebaeude\Hobelwerk_Haus_D_Oberwinterthur.md","gebaeude","GebÃ¤ude","Hobelwerk Haus D, Oberwinterthur","8405","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","6","2","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","split_into_case_graph","fallstudie/Hobelwerk_Haus_D_Oberwinterthur","projekt/Hobelwerk_Haus_D_Oberwinterthur; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\index.md","gebaeude","GebÃ¤ude","Index","188","4","Zweck | Enthaltene Entitaeten | Wichtigste Cluster | Fehlende Entitaeten","0","1","0","wikilinks","merge_into_index","bauobjekt_and_fallstudie/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"gebaeude\K118_Kopfbau_Halle_118_Winterthur.md","gebaeude","GebÃ¤ude","K.118 â€“ Kopfbau Halle 118, Winterthur","8804","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","6","3","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","split_into_case_graph","fallstudie/K118_Kopfbau_Halle_118_Winterthur","projekt/K118_Kopfbau_Halle_118_Winterthur; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\Kindl_Areal.md","gebaeude","GebÃ¤ude","","17333","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | GebÃ¤udetyp und Arealstruktur | Historischer Bestand | Vollgut-Areal und groÃŸmaÃŸstÃ¤bliche Umnutzung | CRCLR House als Teil des Areals","25","3","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Kindl_Areal","projekt/Kindl_Areal; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\Lysbuechel_Parkhaus.md","gebaeude","GebÃ¤ude","","17167","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | GebÃ¤udetyp | Bestandssituation und Materialbank | Konstruktive Potenziale | Risiken bei Parkhausbauteilen","22","4","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Lysbuechel_Parkhaus","projekt/Lysbuechel_Parkhaus; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\LysP8_Basel_Lysbuechelareal.md","gebaeude","GebÃ¤ude","LysP8, Basel / LysbÃ¼chelareal","8776","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","7","3","0","external_urls;wikilinks;has_sources_section;certification_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/LysP8_Basel_Lysbuechelareal","projekt/LysP8_Basel_Lysbuechelareal; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebaeude\ReUseBox_Heilbronn.md","gebaeude","GebÃ¤ude","ReUseBox, Heilbronn","12449","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","8","1","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/ReUseBox_Heilbronn","projekt/ReUseBox_Heilbronn; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
"gebäude.md","gebäude.md","Type","GebÃ¤ude","91","0","","0","0","0","","merge_into_index","fallstudie_and_bauobjekt/index","","old_schema_file_not_content_node"
"Gebäude\55_Great_Suffolk_Street_London.md","Gebäude","","55 Great Suffolk Street, London â€” Fallstudie Direct Reuse / zirkulÃ¤res Bauen","27876","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","8","0","111","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;certification_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/55_Great_Suffolk_Street_London","projekt/55_Great_Suffolk_Street_London; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Association_house_Groeditz.md","Gebäude","","Association house, GrÃ¶ditz â€” Fallstudie Direct Reuse / Wiederverwendung von Betonfertigteilen","19435","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","7","0","79","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Association_house_Groeditz","projekt/Association_house_Groeditz; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Association_house_Plauen.md","Gebäude","","Association house, Plauen â€” Fallstudie Direct Reuse / Wiederverwendung von Betonfertigteilen","19819","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","79","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Association_house_Plauen","projekt/Association_house_Plauen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\AWM_Muenster_Circular_Office.md","Gebäude","","AWM MÃ¼nster â€“ ZirkulÃ¤rer BÃ¼roausbau 3. OG â€“ Fallstudie Direct Reuse / zirkulÃ¤res Bauen","23258","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","91","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/AWM_Muenster_Circular_Office","projekt/AWM_Muenster_Circular_Office; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\BedZED_London_Hackbridge.md","Gebäude","","BedZED, London / Hackbridge â€” Fallstudie Direct Reuse / Bauteilwiederverwendung","26900","20","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","7","0","100","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/BedZED_London_Hackbridge","projekt/BedZED_London_Hackbridge; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Berlin_Schildow_Pilot_House.md","Gebäude","","Berlin-Schildow Pilot House â€” Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","21635","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","9","0","80","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Berlin_Schildow_Pilot_House","projekt/Berlin_Schildow_Pilot_House; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Berlin_Schildow_Pilot_House_2.md","Gebäude","","Berlin-Schildow Pilot House 2 â€” Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","22134","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","4","0","84","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Berlin_Schildow_Pilot_House_2","projekt/Berlin_Schildow_Pilot_House_2; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Bestandverplanzung_Pavilion_Muenchen.md","Gebäude","","Bestandverplanzung Pavilion, MÃ¼nchen â€” Fallstudie Direct Reuse / zirkulÃ¤res Bauen","18571","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","5","0","78","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Bestandverplanzung_Pavilion_Muenchen","projekt/Bestandverplanzung_Pavilion_Muenchen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Big_Dig_Building_Boston.md","Gebäude","","Big Dig Building, Boston/Cambridge â€” Fallstudie Direct Reuse / zirkulÃ¤res Bauen","19657","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","6","0","79","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;proposes_new_entity;external_urls;has_sources_section;certification_terms;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Big_Dig_Building_Boston","projekt/Big_Dig_Building_Boston; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Big_Dig_House_Lexington_Massachusetts.md","Gebäude","","Big Dig House, Lexington, Massachusetts â€” Fallstudie Direct Reuse / zirkulÃ¤res Bauen","25286","15","1. EINORDNUNG | 2. ENTITÃ„TEN-MAPPING | Vorgeschlagene neue EntitÃ¤t | 3. FALLSTUDIE | 4. REUSE-STRATEGIE | 5. BAUTEIL-INVENTAR | 6. PROZESS UND LOGISTIK | 7. TECHNIK, LEISTUNG, NORMEN","8","0","107","component_inventory;process_logistics;bestanderhalt_warning;furniture_warning;source_conflict;proposes_new_entity;external_urls;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","split_into_case_graph","fallstudie/Big_Dig_House_Lexington_Massachusetts","projekt/Big_Dig_House_Lexington_Massachusetts; bauobjekt/<from_content>; reuse_einsatz/<per_component>","do_not_treat_file_as_single_gebaeude_only"
