"fallstudie","reuse_einsatz","legacy_path","bauteil","material","herkunft","menge_umfang"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__007__Schuluhr","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Schuluhr","unbekannt","Schulhof","1?"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__008__Observatoriumskuppel","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Observatoriumskuppel","unbekannt","alte Schule","1?"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__009__Lampen","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Lampen","unbekannt","alte Schule","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__010__Fahrradst_nder","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Fahrradständer","Stahl","alte Schule","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__011__Sanit_r","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Sanitär","unbekannt","unbekannt","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__012__Innenw_nde_Decken","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Innenwände / Decken","Troldtekt acoustic panels neu?","Produktquelle","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__001__Rauchglas_Fassadenpaneele","Gebäude\The_Green_House_Utrecht.md","Rauchglas-Fassadenpaneele","Glas / Rahmen unbekannt","ehemalige Knoopkazerne","Stückzahl/m² unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__002__Pflasterklinker_Erdgeschoss","Gebäude\The_Green_House_Utrecht.md","Pflasterklinker Erdgeschoss","gebrannte Klinker / Pflastersteine","alte Kade in Tiel","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__003__Geschossdecke","Gebäude\The_Green_House_Utrecht.md","Geschossdecke","vorkonsumiertes Holz / pre-used wood","unbekannte Vorverwendung","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__004__D_mmung_in_Holzbodenelementen","Gebäude\The_Green_House_Utrecht.md","Dämmung in Holzbodenelementen","unbekannt, pre-used laut Q3","unbekannt","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__005__Wandverkleidung_Wainscot","Gebäude\The_Green_House_Utrecht.md","Wandverkleidung / Wainscot","Holz/Paneele unbekannt","laut Q3 wiederverwendet","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__006__Innenw_nde","Gebäude\The_Green_House_Utrecht.md","Innenwände","unbekannt","laut Q3 wiederverwendet","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__007__Stahltragwerk","Gebäude\The_Green_House_Utrecht.md","Stahltragwerk","galvanisierte Stahlprofile","neu","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__008__prefab_Betonblock_Fundamente","Gebäude\The_Green_House_Utrecht.md","prefab Betonblock-Fundamente","Beton","neu/unbekannt","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__009__Beleuchtung_M_bel","Gebäude\The_Green_House_Utrecht.md","Beleuchtung / Möbel","gemischt","teils reused/leased laut Q3","unbekannt"
"The_Green_House_Utrecht","The_Green_House_Utrecht__010__TGA_K_che_Solar","Gebäude\The_Green_House_Utrecht.md","TGA / Küche / Solar","unbekannt","überwiegend neu / Betriebsinnovation","unbekannt"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__001__TT_Decken_Betondecken","Gebäude\Thoravej_29_Copenhagen.md","TT-Decken / Betondecken","Stahlbeton","Bestandsgebäude Thoravej 29","unbekannt"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__002__Fassaden_Ziegel_berschuss","Gebäude\Thoravej_29_Copenhagen.md","Fassaden-/Ziegelüberschuss","Ziegel / Fassadenmaterial","entfernte/überschüssige Fassade des Bestands","unbekannt"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__003__Kunststofffenster","Gebäude\Thoravej_29_Copenhagen.md","Kunststofffenster","Kunststoff/Glas","Bestand","Restlebensdauer ca. 15 Jahre"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__004__T_ren","Gebäude\Thoravej_29_Copenhagen.md","Türen","Holz/Verbund unbekannt","Bestand","unbekannt"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__005__Innenausstattung_aus_Bestand","Gebäude\Thoravej_29_Copenhagen.md","Innenausstattung aus Bestand","diverse","Bestand/andere Quellen","unbekannt"
"Timber_Square_London","Timber_Square_London__001__Wiederverwendete_Stahltr_ger","Gebäude\Timber_Square_London.md","Wiederverwendete Stahlträger","Stahl","Stockholder / Cleveland Steel & Tubes laut TDUK; donor buildings unbekannt",">500 beams; ca. 115–125 t"
"Timber_Square_London","Timber_Square_London__002__Stahltr_ger_f_r_Empfangstresen","Gebäude\Timber_Square_London.md","Stahlträger für Empfangstresen","Stahl","vor Ort bei Demolition entnommen","1 großer girder geteilt/reconditioned"
"Timber_Square_London","Timber_Square_London__003__Retained_Print_Building_structure","Gebäude\Timber_Square_London.md","Retained Print Building structure","Stahl/Beton unbekannt","bestehendes 1950er printworks","ca. 80 % retained"
"Timber_Square_London","Timber_Square_London__004__CLT_floor_panels","Gebäude\Timber_Square_London.md","CLT floor panels","Holz/CLT","neu, Lieferant Stora Enso laut TDUK","unbekannt"
"Timber_Square_London","Timber_Square_London__005__Neue_recycled_content_Stahlbauteile","Gebäude\Timber_Square_London.md","Neue/recycled-content Stahlbauteile","Stahl","EAF/scrap steel",">50 % scrap-EAF optimiert laut HTS"
"Timber_Square_London","Timber_Square_London__006__Fassaden_Curtain_wall_modules","Gebäude\Timber_Square_London.md","Fassaden-/Curtain-wall modules","Glas/Alu unbekannt","neu/vermutlich nicht reused","unbekannt"
"Timber_Square_London","Timber_Square_London__007__Major_plant","Gebäude\Timber_Square_London.md","Major plant","TGA","neu/vermutlich nicht reused","unbekannt"
"Timber_Square_London","Timber_Square_London__008__T_ren","Gebäude\Timber_Square_London.md","Türen","unbekannt","unbekannt","unbekannt"
"Timber_Square_London","Timber_Square_London__009__Bodenaufbauten","Gebäude\Timber_Square_London.md","Bodenaufbauten","unbekannt","unbekannt","unbekannt"
"Timber_Square_London","Timber_Square_London__010__Sanit_r","Gebäude\Timber_Square_London.md","Sanitär","unbekannt","unbekannt","unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__001__Prim_rstruktur","Gebäude\TRAE_High_Rise_Aarhus.md","Primärstruktur","Massivholz / CLT / Beton","neue/biogene Materialien","78 m / 20 Geschosse"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__002__Aluminium_Fassadenplatten","Gebäude\TRAE_High_Rise_Aarhus.md","Aluminium-Fassadenplatten","Aluminium","Industrie-/Farmdächer; Herlev-Dach; beschädigte Postboxen nach Quellenlage","Menge unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__003__Windturbinenfl_gel","Gebäude\TRAE_High_Rise_Aarhus.md","Windturbinenflügel","Faserverbund / Epoxy-Glasfaser","ausgemusterte Windkraftanlagen","Menge unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","Gebäude\TRAE_High_Rise_Aarhus.md","wiederverwendete/upgecycelte Fenster","Glas/Holz/Metall","alte Fenster / Ausschussglas aus Produktion, je nach Quelle","a:gain 110 m² window elements; DOVISTA ohne Gesamtmenge"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__005__Boden_aus_alten_Fensterrahmen","Gebäude\TRAE_High_Rise_Aarhus.md","Boden aus alten Fensterrahmen","Holz","alte Fensterrahmen / Produktionsreste","1.500 m² nach Floorcoat; a:gain nennt 9.229 m² End-Grain + 7.669 m² Parquet Produkte"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__006__Boden_Decken_aus_Gellerupparken","Gebäude\TRAE_High_Rise_Aarhus.md","Boden/Decken aus Gellerupparken","Holz/Beton? unbekannt","abgebrochene Wohnblöcke Gellerupparken","unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__007__Troldtekt_Akustikplatten","Gebäude\TRAE_High_Rise_Aarhus.md","Troldtekt-Akustikplatten","Holzwolle-Zement/akustisches Material","GreenDozer / direkt wiederverwendete Platten","unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__008__Akustikfl_chen_aus_Textilien_PET_Filz","Gebäude\TRAE_High_Rise_Aarhus.md","Akustikflächen aus Textilien/PET-Filz","Textil/PET","Abfalltextilien / PET","unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__009__D_mmung","Gebäude\TRAE_High_Rise_Aarhus.md","Dämmung","Seegras/Hanf","biobasiert","unbekannt"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__010__T_ren_Sanit_r_Beleuchtung_TGA","Gebäude\TRAE_High_Rise_Aarhus.md","Türen, Sanitär, Beleuchtung, TGA","teilweise alte Netto-Lampen genannt","scrapped Netto lamps","Menge unbekannt"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__001__Fenster_Doppelverglasung","Gebäude\Upcycle_Studios_Copenhagen.md","Fenster / Doppelverglasung","Glas, Rahmen unbekannt","öffentliche Wohnbauten in Nordjütland","75 % der Fenster laut a:gain/EMF"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__002__Bodenbretter_Dinesen_Restholz","Gebäude\Upcycle_Studios_Copenhagen.md","Bodenbretter / Dinesen-Restholz","Holz","Dinesen floor production offcuts / surplus wood","unbekannt"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__003__Fassadenholz","Gebäude\Upcycle_Studios_Copenhagen.md","Fassadenholz","Holz","Dinesen-Offcuts / discarded wood","unbekannt"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__004__Beton","Gebäude\Upcycle_Studios_Copenhagen.md","Beton","recycelter Beton / Zuschlag","Copenhagen Metro construction waste","904 t laut NREP; 1000 t laut a:gain; 1400 tons laut EMF/Circulary"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__005__Solarzellen","Gebäude\Upcycle_Studios_Copenhagen.md","Solarzellen","unbekannt","neu oder unbekannt","vorhanden, Menge unbekannt"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__006__W_rmepumpen","Gebäude\Upcycle_Studios_Copenhagen.md","Wärmepumpen","unbekannt","unbekannt","vorhanden"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__007__T_ren","Gebäude\Upcycle_Studios_Copenhagen.md","Türen","unbekannt","unbekannt","unbekannt"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__008__Treppen","Gebäude\Upcycle_Studios_Copenhagen.md","Treppen","unbekannt","unbekannt","unbekannt"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__009__Sanit_r_Beleuchtung_TGA","Gebäude\Upcycle_Studios_Copenhagen.md","Sanitär / Beleuchtung / TGA","unbekannt","unbekannt","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld Innenwandsystem","Stahlstruktur, weiße Laminatpaneele, Akustikdämmung, Fenster, Innentüren","ehemaliges Bürogebäude Karreveld","ca. 450 m²"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__002__Karreveld_abgeh_ngte_Decken_Leuchten","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld abgehängte Decken + Leuchten","perforiertes Metall, Steinwolle, Leuchten","ehemaliges Bürogebäude","ca. 400 m²"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__003__Karreveld_bestehende_Treppen","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld bestehende Treppen","Bestand","Bürogebäude","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__004__Karreveld_Toiletten","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld Toiletten","Bestand","Bürogebäude","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__005__Karreveld_technische_Sch_chte","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld technische Schächte","Bestand","Bürogebäude","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__006__Verbiest_Dachfliesen","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Dachfliesen","keramisch/unbekannt","vorhandene Konstruktion Verbiest","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__007__Verbiest_Terrassenfliesen","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Terrassenfliesen","keramisch/Stein unbekannt","vorhandene Konstruktion Verbiest","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Geländer","Metall/Holz unbekannt","Palais des Expositions Charleroi","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__009__Verbiest_Fliesen","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Fliesen","keramisch/Stein","Palais des Expositions Charleroi","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__010__Verbiest_Steine","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Steine","Natur-/Mauersteine unbekannt","Palais des Expositions Charleroi","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__011__Verbiest_dekorative_Fliesen","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest dekorative Fliesen","Keramik, teils Chimay-Produktion frühes 20. Jh.","altes Projekt in Hanzinelle","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__012__Verbiest_massive_Holzplatten_tr_ger","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest massive Holzplatten/-träger","Holz","neu/Materialquelle unbekannt","unbekannt"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__013__Verbiest_Industriegew_chshaus","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Industriegewächshaus","Glas/Stahl unbekannt","unbekannt","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","Gebäude\Villa_Welpeloo_Enschede.md","Stahlträger / Stahlrahmen","Stahl","Paternoster/Textilindustriemaschine aus Region Enschede","eine Maschine ausreichend; genaue t unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__002__Holzfassade","Gebäude\Villa_Welpeloo_Enschede.md","Holzfassade","Holz","beschädigte/überzählige Kabeltrommeln von Twente/Twentse cable factory","genaue Menge unklar; eine Quelle nennt 1.000 reels, andere 200 reels; daher unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__003__Bau_Montagelift_als_Innenlift","Gebäude\Villa_Welpeloo_Enschede.md","Bau-/Montagelift als Innenlift","Stahl/Technik","Baugerät für Montage der Stahlstruktur","1"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__004__Polystyrol_D_mmplatten","Gebäude\Villa_Welpeloo_Enschede.md","Polystyrol-Dämmplatten","Polystyrol","Restplatten eines Caravan-Herstellers laut Sekundärquellen","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__005__Alte_Werbetafeln_billboard_boards","Gebäude\Villa_Welpeloo_Enschede.md","Alte Werbetafeln / billboard boards","Kunststoff/Verbund unbekannt","alte Werbetafeln","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__006__Regenschirmrippen_Leuchten","Gebäude\Villa_Welpeloo_Enschede.md","Regenschirmrippen-Leuchten","Metall/Kunststoff","gebrauchte Regenschirme","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__007__Innenw_nde","Gebäude\Villa_Welpeloo_Enschede.md","Innenwände","unbekannt","unbekannt","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__008__Fenster","Gebäude\Villa_Welpeloo_Enschede.md","Fenster","unbekannt","unbekannt","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__009__T_ren","Gebäude\Villa_Welpeloo_Enschede.md","Türen","unbekannt","unbekannt","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__010__Dach","Gebäude\Villa_Welpeloo_Enschede.md","Dach","unbekannt","unbekannt","unbekannt"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__011__Sanit_r","Gebäude\Villa_Welpeloo_Enschede.md","Sanitär","unbekannt","unbekannt","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Dachspanten / Kniespanten","Brettschichtholz / Holz","ehemalige Bibliothek De Brenthof, Sint-Michielsgestel","24 Spanten laut ED.nl; Boschgaard nennt große hölzerne Dachspanten"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__002__Aluminium_Fassadensystem","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Aluminium-Fassadensystem","Aluminium, Glas","Stadskantoor Roosendaal","Umfang unbekannt; 50 Jahre alte Fassade belegt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","HSB-Holz / Balken","Holz","u. a. ehemalige Bibliothek Sint-Michielsgestel, geslooptes Tankstation Haarlem, alte Kunstakademie, Schule Boschveld","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__004__Betonplatten_Bestand","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Betonplatten / Bestand","Beton","ehemaliges De-Patio-Gebäude / Grundstück","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__005__T_ren_Schiebet_ren","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Türen / Schiebetüren","Holz/Metall/Glas","Abbruch- und Renovierungsprojekte","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__006__K_chenbl_cke","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Küchenblöcke","gemischt","gesuchte / geerntete Bauteile","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__007__WC_Sanit_r","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","WC / Sanitär","Keramik/Metall","gesuchte / geerntete Bauteile","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__008__Kabelgoten_Notbeleuchtung","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Kabelgoten / Notbeleuchtung","Metall/Kunststoff/Elektro","gesuchte / geerntete Bauteile","unbekannt"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__009__Feste_Ausstattung_Garderobe","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Feste Ausstattung / Garderobe","Holz/Metall","geerntete Materialien","unbekannt"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Stahlträger","Stahl","unbekannt","ca. 30"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__002__Fensterrahmen","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Fensterrahmen","unbekannt, vermutlich Holz/Metall je Bauteil","unbekannt","5"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__003__Steinwolle_D_mmplatten","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Steinwolle-Dämmplatten","Mineralwolle","unbekannt","450 m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Stahl-Treppen","Stahl","ehemaliger Sitz der flämischen Regierung","2"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__005__Azob_Dielen","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Azobé-Dielen","Holz","unbekannt","90 m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__006__Eichenparkett","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Eichenparkett","Holz","unbekannt","300 m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__007__Heizk_rper","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Heizkörper","Guss/Stahl, unbekannt","unbekannt","ca. 20"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__008__T_ren_inkl_Brandschutzt_ren","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Türen inkl. Brandschutztüren","Holz/Metall, unbekannt","unbekannt",">20"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__009__L_ftungsgruppe","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Lüftungsgruppe","TGA-Komponente","Bürohochhaus im Stadtzentrum","1 komplett"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__010__Bestandstragwerk","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Bestandstragwerk","unbekannt","in situ","94 % Masse erhalten"
